#1615
#1615
# what-if time: 247.49099230766296
# cost_requests: 394317	cache_hits: 342140
data;

set QUERIES :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;

param a :=
16 691 892572.03
16 694 515003.12
16 701 1028574.61
16 702 1034412.28
16 717 995071.54
16 730 892989.43
16 737 892989.43
16 749 1028574.61
16 757 745250.46
16 779 1035287.65
16 780 995033.79
16 790 892572.03
16 799 892989.43
16 805 1032776.28
16 828 514934.93
16 832 1028574.61
16 834 1034428.28
16 871 1032508.28
16 874 892572.03
16 894 515003.12
16 902 892572.03
16 903 737017.24
16 911 995071.54
16 965 737013.85
16 967 515003.75
16 1025 737101.11
16 1029 515003.75
16 1032 892572.03
16 1035 745250.46
16 1040 892572.03
16 1054 737101.11
16 1067 995067.18
16 1093 892572.03
16 1097 1034448.28
16 1099 892989.43
16 1103 1035287.65
16 1108 515003.12
16 1131 515003.12
16 1139 592378.45
16 1183 745250.46
16 1189 737100.59
16 1194 892572.03
16 1212 745250.46
16 1247 515003.12
16 1255 515003.12
16 1261 737101.1
16 1276 515003.75
16 1282 745250.46
16 1295 1033040.28
16 1313 515002.81
16 1314 515003.12
16 1316 514930.57
16 1322 1034416.28
16 1353 737101.11
16 1354 737101.11
16 1386 892989.43
16 1388 1034416.28
16 1389 995067.18
16 1408 1032474.35
16 1412 892572.03
16 1414 1032188.28
16 1415 1032668.28
16 1423 892989.43
16 1429 1028574.61
16 1438 892572.03
16 1468 995071.54
16 1469 515003.12
16 1475 1034412.28
16 1480 892572.03
16 1484 892572.03
16 1501 515003.75
16 1518 1032508.28
16 1521 737101.1
16 1522 745250.46
16 1533 1032668.28
16 1539 1032404.28
16 1558 515003.12
16 1561 892572.03
16 1588 1028574.61
17 0 1224621.16
17 6 1201972.2
17 8 1201972.19
17 16 1217076.41
17 30 761894.48
17 35 536005.84
17 43 761813.69
17 51 1217076.42
17 68 1153637.06
17 70 1224616.27
17 71 536555.96
17 77 761813.69
17 82 1013228.3
17 83 1220143.62
17 85 1059164.31
17 86 536305.86
17 89 1224616.27
17 92 1224615.51
17 94 1022821.0
17 95 535834.42
17 101 1224616.27
17 105 1153624.14
17 110 1153637.06
17 111 1220143.62
17 115 536552.02
17 117 1080827.84
17 118 535834.52
17 128 1022821.0
17 131 1153686.21
17 132 536305.86
17 137 1153624.14
17 139 1059416.33
17 147 1022821.0
17 158 1201981.38
17 160 1153624.14
17 162 1059078.77
17 164 1013147.45
17 166 536302.3
17 167 1081081.77
17 172 1153625.79
17 175 1155820.97
17 176 535834.42
17 180 1092008.43
17 192 1203680.2
17 194 1080741.64
17 203 761894.48
17 205 1091667.05
17 206 536006.5
17 207 1224615.51
17 212 761814.87
17 220 1013228.3
17 221 1013147.83
17 225 1224615.51
17 228 1219937.61
17 229 1202031.0
17 243 761814.87
17 244 1155820.29
17 246 536007.81
17 252 1153637.06
17 253 1203689.4
17 258 535834.52
17 259 1219937.61
17 262 1059164.32
17 266 1224616.27
17 267 1008281.71
17 276 536544.14
17 279 761896.03
17 289 536302.3
17 293 1022901.85
17 300 1217076.42
17 308 536548.95
17 310 536305.86
17 312 1059416.34
17 313 536302.3
17 314 1203739.07
17 324 1224616.27
17 327 1217076.42
17 328 761896.03
17 332 761813.69
17 334 1217076.42
17 348 1059078.77
17 351 1220143.62
17 358 761884.83
17 362 1013228.31
17 375 1153625.79
17 376 1153637.08
17 388 1219937.61
17 393 1219937.61
17 396 1224615.51
17 400 536512.62
17 401 1217076.42
17 402 1201972.2
17 403 761894.48
17 404 761814.87
17 408 1220143.62
17 414 1155820.97
17 415 1201981.38
17 418 1048318.36
17 424 535844.33
17 427 761815.46
17 433 761894.48
17 436 1224616.27
17 440 1013147.83
17 450 536548.95
17 454 1203689.4
17 457 1219937.61
17 458 1224615.51
17 460 1081081.74
17 461 1153686.21
17 464 1048511.35
17 469 1059164.32
17 470 536007.81
17 472 1202031.01
17 475 535834.52
17 478 1203680.2
17 479 536566.76
17 483 761814.87
17 484 1013226.32
17 486 763768.02
17 491 1080741.63
17 493 1221635.63
17 494 1048253.48
17 495 761813.69
17 516 761813.69
17 519 1203739.08
17 526 761814.87
17 527 536007.81
17 534 1059416.34
17 544 536566.76
17 548 1013228.31
17 549 761894.48
17 551 536305.86
17 557 761894.48
17 558 1022901.85
17 562 1059078.77
17 565 1217076.42
17 566 1224615.51
17 567 536006.5
17 572 536566.76
17 575 1080827.84
17 577 761813.69
17 578 1153625.79
17 580 761896.03
17 581 536300.5
17 588 1013147.83
17 609 536302.3
17 612 1080827.83
17 620 1080827.83
17 622 761893.69
17 623 761563.46
17 624 761894.48
17 632 1218827.62
17 635 1153625.79
17 636 1027770.62
17 647 1081081.77
17 668 1224616.27
17 671 761813.69
17 676 1081081.75
17 680 1080741.64
17 681 1201972.2
17 684 1022821.0
17 688 761894.48
17 690 1059164.28
17 691 1013049.05
17 700 1153686.21
17 707 1153624.14
17 716 1080741.63
17 719 536302.3
17 722 536006.5
17 732 1224616.27
17 745 536302.3
17 750 536007.81
17 761 536544.14
17 763 761806.37
17 765 536305.86
17 767 536552.02
17 770 1013227.23
17 786 1224616.27
17 792 1218771.62
17 795 1059078.74
17 801 1022901.85
17 802 1224616.27
17 808 1224616.27
17 813 1153625.79
17 814 1219937.61
17 819 1218827.62
17 820 761896.03
17 829 536552.02
17 837 1013228.29
17 840 536302.3
17 842 1080827.84
17 850 1013017.08
17 852 1022901.85
17 858 1080827.85
17 862 1217076.42
17 873 761894.48
17 880 761813.69
17 893 1153637.06
17 895 1081081.77
17 897 1153624.14
17 904 1013146.33
17 905 1224616.27
17 907 763768.71
17 909 1217076.42
17 913 1081081.78
17 917 1013228.31
17 921 536305.86
17 922 1224615.51
17 923 1080741.64
17 926 1153686.21
17 935 1153625.79
17 943 1080741.65
17 944 1059164.32
17 950 536302.3
17 952 761814.87
17 960 1013147.83
17 961 1217076.42
17 964 1048318.36
17 969 1022821.0
17 970 1153686.21
17 971 1153624.16
17 972 1220143.62
17 974 1224615.51
17 976 537886.71
17 982 1218771.62
17 984 536548.95
17 985 536548.95
17 989 761894.48
17 998 1013055.37
17 1004 536007.81
17 1011 761814.87
17 1012 536307.62
17 1015 536552.02
17 1028 1048511.35
17 1036 538706.98
17 1037 761894.48
17 1038 536005.84
17 1045 1027689.59
17 1047 1217076.42
17 1051 536007.81
17 1057 536006.5
17 1059 1048253.48
17 1060 536305.86
17 1064 537476.58
17 1075 1218975.62
17 1078 536552.02
17 1087 1218920.42
17 1093 1013012.3
17 1094 761813.69
17 1107 536548.95
17 1114 1217076.42
17 1120 761813.69
17 1121 1224616.27
17 1123 1153686.21
17 1130 1219147.62
17 1133 1013228.31
17 1136 1022821.0
17 1138 536006.5
17 1144 1013147.02
17 1149 536305.86
17 1150 1224615.51
17 1153 536006.5
17 1165 1022821.0
17 1167 761896.03
17 1172 536007.81
17 1176 1218771.62
17 1180 1224615.51
17 1181 1080827.79
17 1185 761896.03
17 1192 1013147.82
17 1195 1091753.57
17 1202 536300.5
17 1204 1081081.75
17 1208 937482.07
17 1211 1022821.0
17 1224 761813.69
17 1236 1153686.21
17 1237 761813.69
17 1240 1153636.95
17 1241 1081081.69
17 1243 1153637.08
17 1244 1080741.63
17 1246 536006.5
17 1250 536552.02
17 1259 1224615.51
17 1260 761814.87
17 1262 1217076.43
17 1268 1224616.27
17 1270 1080741.6
17 1277 1059416.28
17 1278 1022901.85
17 1286 761894.48
17 1288 1013147.83
17 1289 761813.1
17 1291 1217076.42
17 1294 761813.69
17 1300 536552.02
17 1306 536548.95
17 1309 1224615.51
17 1311 1217076.42
17 1314 1013011.8
17 1315 1153686.44
17 1319 1022901.86
17 1323 1219267.62
17 1324 1219937.61
17 1333 536007.81
17 1347 1080827.84
17 1354 761813.69
17 1358 1201981.38
17 1361 1201981.38
17 1363 1022901.85
17 1366 536006.5
17 1377 761896.03
17 1380 1022901.86
17 1394 536548.95
17 1399 1224615.51
17 1401 1013227.8
17 1406 761896.8
17 1409 1081081.76
17 1416 536548.95
17 1422 1219937.61
17 1424 536010.57
17 1432 1202030.99
17 1436 1202030.97
17 1439 1153625.79
17 1445 1217076.42
17 1446 1080741.64
17 1449 536552.02
17 1456 761563.46
17 1457 536277.65
17 1458 536305.86
17 1459 1013147.82
17 1460 1022821.01
17 1465 1153637.06
17 1469 1013048.39
17 1470 1219937.61
17 1477 536007.81
17 1482 1224615.51
17 1483 761814.87
17 1487 761896.03
17 1492 1059164.32
17 1494 1224616.27
17 1495 761894.48
17 1500 1218771.62
17 1502 1218897.42
17 1504 1218771.62
17 1507 761894.48
17 1512 1153624.14
17 1514 1008343.43
17 1519 761896.03
17 1530 1013147.83
17 1534 1080827.83
17 1540 1059416.34
17 1541 761813.69
17 1545 1059416.34
17 1548 535834.52
17 1551 1224615.51
17 1556 1217076.42
17 1567 1224615.51
17 1571 1059078.77
17 1572 761894.48
17 1578 1059078.77
17 1581 1217076.42
17 1592 1219267.62
17 1600 536552.02
17 1604 1013228.29
17 1606 1022901.86
18 0 559699.49
18 9 494468.66
18 10 541991.62
18 16 552161.86
18 29 558471.07
18 34 541992.27
18 43 315099.18
18 51 552161.91
18 52 559068.06
18 77 315099.18
18 100 541991.01
18 125 558471.07
18 127 542587.93
18 168 541991.01
18 201 541991.01
18 212 316545.62
18 237 494447.7
18 243 316545.62
18 248 552416.73
18 277 558467.07
18 280 558467.07
18 282 557896.2
18 291 541991.33
18 300 552161.5
18 302 494411.78
18 322 552424.11
18 327 552161.87
18 332 315099.18
18 333 557906.2
18 334 552161.87
18 399 552418.08
18 401 552161.91
18 404 316545.62
18 419 541991.01
18 427 336536.53
18 431 559684.06
18 437 559604.06
18 483 316545.62
18 485 554075.02
18 495 315099.18
18 506 559428.06
18 516 315099.18
18 525 552409.37
18 526 316545.62
18 555 552428.81
18 561 552420.77
18 565 552161.87
18 577 315099.18
18 617 541990.82
18 630 558467.07
18 661 552422.1
18 667 558467.07
18 671 315099.18
18 674 558467.07
18 701 552424.11
18 702 559552.06
18 726 494498.6
18 749 552422.1
18 763 306422.44
18 832 552420.77
18 834 559684.06
18 848 527404.22
18 855 541990.45
18 857 541991.24
18 862 552161.87
18 880 315099.18
18 900 494447.7
18 909 552161.88
18 925 494447.7
18 952 316545.62
18 961 552161.87
18 1011 316545.62
18 1047 552161.87
18 1074 541991.8
18 1088 558084.84
18 1094 315099.18
18 1114 552161.91
18 1120 315099.18
18 1126 541993.21
18 1130 556169.54
18 1208 327016.45
18 1224 315099.18
18 1237 315099.18
18 1260 316545.62
18 1262 552161.95
18 1263 541991.01
18 1273 541991.01
18 1289 314376.28
18 1291 552161.91
18 1294 315099.18
18 1302 558467.07
18 1311 552161.88
18 1322 559604.06
18 1325 494441.71
18 1337 558467.07
18 1354 315099.18
18 1359 554075.02
18 1370 494447.7
18 1385 541991.01
18 1388 559604.06
18 1408 552743.69
18 1429 552422.1
18 1431 541991.01
18 1445 552161.87
18 1456 315099.18
18 1475 559552.06
18 1483 316545.62
18 1528 541991.01
18 1541 315099.18
18 1556 552161.91
18 1569 527414.79
18 1581 552161.87
18 1588 552425.46
18 1595 541990.91
18 1611 494441.71
19 0 716668.95
19 10 700002.87
19 16 710406.44
19 29 715230.18
19 34 700004.09
19 51 710472.5
19 71 666282.58
19 99 713221.45
19 100 700001.61
19 115 666280.91
19 116 716265.0
19 125 715230.18
19 168 700001.61
19 176 666275.91
19 201 700001.61
19 214 716277.0
19 231 713329.45
19 248 709638.7
19 254 713273.45
19 258 666275.91
19 270 713241.45
19 276 666274.24
19 277 715226.18
19 280 714701.15
19 282 715226.18
19 291 700002.25
19 300 710445.69
19 301 716253.0
19 308 666275.91
19 322 709640.61
19 327 710404.73
19 333 714665.31
19 334 710431.95
19 346 713221.45
19 374 716253.0
19 381 716149.49
19 389 713241.45
19 399 709638.74
19 400 666237.55
19 401 710472.5
19 419 700001.61
19 450 666275.91
19 474 713273.45
19 501 716017.49
19 508 713225.45
19 525 709636.61
19 532 716149.49
19 544 427371.4
19 555 709641.54
19 561 709639.6
19 565 710404.73
19 569 713273.45
19 608 713273.45
19 617 700001.19
19 619 715538.0
19 630 715226.18
19 661 709604.36
19 667 715226.18
19 674 715226.18
19 701 709640.61
19 725 716017.49
19 747 716253.0
19 749 709640.24
19 761 666274.24
19 767 666280.91
19 781 716253.0
19 821 716473.49
19 829 666280.91
19 832 709639.6
19 855 700000.39
19 857 700002.12
19 862 710404.73
19 909 710433.4
19 918 716253.0
19 929 713229.45
19 961 710431.46
19 984 666275.91
19 985 427371.4
19 1003 714754.99
19 1006 713273.45
19 1015 666280.91
19 1047 710431.46
19 1074 700003.22
19 1078 666280.91
19 1085 713221.45
19 1107 666275.91
19 1114 710472.5
19 1126 700005.95
19 1156 715410.57
19 1176 710404.73
19 1214 716017.49
19 1230 716017.49
19 1250 666280.91
19 1262 710532.6
19 1263 700001.61
19 1273 700001.61
19 1291 710472.5
19 1300 666280.91
19 1302 715226.18
19 1306 666275.91
19 1311 710433.4
19 1312 716253.0
19 1337 715226.18
19 1342 716205.0
19 1372 713209.45
19 1385 700001.61
19 1394 666275.91
19 1416 666275.91
19 1429 709640.24
19 1431 700001.61
19 1433 713237.45
19 1445 710404.73
19 1449 666280.91
19 1451 716253.0
19 1461 713221.45
19 1528 699987.82
19 1554 713225.45
19 1556 710472.5
19 1581 710404.73
19 1588 709640.76
19 1595 700001.49
19 1600 666280.91
20 0 467449.79
20 7 465473.95
20 16 459954.01
20 37 221597.98
20 40 221597.98
20 51 459954.7
20 63 221673.98
20 102 465473.95
20 123 465419.7
20 134 465473.95
20 135 221372.35
20 157 465415.7
20 300 459954.3
20 327 459954.15
20 334 459954.23
20 335 221597.98
20 360 221298.73
20 363 221372.35
20 401 459954.7
20 406 465473.95
20 481 465473.95
20 486 221372.35
20 522 221597.98
20 565 459954.15
20 579 221372.35
20 587 221597.98
20 682 221372.35
20 683 465473.95
20 686 465473.95
20 729 221372.35
20 779 465473.95
20 853 221372.35
20 861 221372.35
20 862 459954.15
20 907 221372.35
20 909 459954.35
20 916 221597.98
20 945 221597.98
20 961 459954.17
20 965 221372.35
20 972 460225.91
20 1043 221372.35
20 1047 459954.17
20 1103 465473.95
20 1114 459954.7
20 1196 221597.98
20 1208 32498.13
20 1219 221372.35
20 1239 221597.98
20 1249 221372.35
20 1262 459955.31
20 1285 221372.35
20 1290 221372.35
20 1291 459954.7
20 1311 459954.35
20 1445 459954.15
20 1556 459954.7
20 1579 221372.35
20 1581 459954.15
21 0 1493543.97
21 5 360016.62
21 7 1491771.79
21 61 1493523.54
21 102 1491771.79
21 123 1491679.48
21 134 1491771.79
21 157 1491674.48
21 247 1493523.54
21 256 967767.92
21 260 1493399.54
21 381 1493327.54
21 387 360016.62
21 406 1491771.79
21 465 1493523.54
21 481 1491771.79
21 502 1493327.54
21 593 1493523.54
21 632 1493327.54
21 683 1491771.79
21 686 1491771.79
21 779 1491771.79
21 891 1493383.54
21 914 1493327.54
21 919 1493355.54
21 980 1493275.54
21 993 1493523.54
21 1005 1493335.54
21 1053 360016.62
21 1062 360016.62
21 1103 1491771.79
21 1158 1493327.54
21 1251 360016.62
21 1426 1493327.54
21 1442 360016.62
21 1450 360016.62
21 1490 1493399.54
22 0 1653234.56
22 79 1652833.88
22 163 1652833.88
22 326 1652833.88
22 331 1652833.88
22 405 1652833.88
22 739 1652833.88
22 746 1652833.88
22 800 1652297.51
22 1257 1652837.88
22 1355 1652833.88
22 1430 1652287.51
23 0 4284437.64
23 22 4127737.17
23 26 4127737.17
23 29 4281535.21
23 30 3983467.8
23 37 4028977.37
23 40 4028977.37
23 42 4253199.58
23 43 3953345.87
23 58 4136618.7
23 63 4029049.37
23 64 4136618.7
23 67 4136618.7
23 75 4136618.7
23 76 4127737.17
23 77 3953345.87
23 100 4282175.73
23 113 4253199.58
23 116 4283631.34
23 125 4281535.21
23 127 4282175.73
23 135 4028763.69
23 136 4136618.7
23 159 4127737.17
23 168 4282175.73
23 201 4282175.73
23 202 4253271.58
23 203 3983467.8
23 210 4253199.58
23 212 3953345.87
23 214 4283655.34
23 243 3953345.87
23 271 4127737.17
23 275 4282175.73
23 277 4281527.21
23 278 4127737.17
23 279 3983467.8
23 280 4280477.14
23 282 4280483.6
23 283 4127737.17
23 288 4127737.17
23 301 4283607.34
23 328 3983467.8
23 332 3953345.87
23 333 4278380.23
23 335 4028977.37
23 339 4136618.7
23 353 4228152.03
23 354 4136618.7
23 355 4127737.17
23 357 4253271.58
23 358 3983467.8
23 360 4028691.69
23 363 4028763.69
23 374 4283607.34
23 378 4282175.73
23 382 4253199.58
23 403 3983467.8
23 404 3953345.87
23 419 4282175.73
23 423 4136618.7
23 427 3953345.87
23 432 4136618.7
23 433 3983467.8
23 439 4253199.58
23 462 4127737.17
23 483 3953345.87
23 486 4000625.28
23 495 3953345.87
23 503 4217331.11
23 504 4253271.58
23 513 4253199.58
23 516 3953345.87
23 522 4028977.37
23 526 3953345.87
23 533 4253271.58
23 544 4146879.9
23 547 4127737.17
23 549 3983467.8
23 557 3983467.8
23 577 3953345.87
23 579 4028763.69
23 580 3983467.8
23 583 4136618.7
23 587 4028977.37
23 614 4136618.7
23 617 4279623.73
23 619 4282175.73
23 622 3983467.8
23 623 3983467.8
23 624 3983467.8
23 630 4281527.21
23 641 4253199.58
23 644 4253199.58
23 662 4127737.17
23 667 4281527.21
23 669 4127737.17
23 671 3953345.87
23 674 4281527.21
23 682 4028763.69
23 688 3983467.8
23 696 4136618.7
23 720 4253199.58
23 729 4028763.69
23 747 4283607.34
23 763 3953345.87
23 773 4136618.7
23 774 4136618.7
23 775 4136618.7
23 781 4283607.34
23 782 4136618.7
23 783 4253341.25
23 806 4136618.7
23 811 4136617.44
23 820 3983467.8
23 836 4127737.17
23 845 4127737.17
23 853 4028763.69
23 855 4274519.73
23 861 4028763.69
23 865 4127737.17
23 873 3983467.8
23 880 3953345.87
23 896 4136618.7
23 907 3989804.32
23 916 4028977.37
23 918 4283607.34
23 933 4127737.17
23 945 4028977.37
23 952 3953345.87
23 953 4282175.73
23 956 4282175.73
23 958 4136618.7
23 965 4028763.69
23 975 4127736.33
23 985 4241306.89
23 989 3983467.8
23 990 4282175.73
23 1001 4127737.17
23 1003 4280584.84
23 1011 3953345.87
23 1014 4127737.17
23 1022 4136618.7
23 1031 4127737.17
23 1037 3983467.8
23 1043 4028763.69
23 1071 4253199.58
23 1082 4280903.73
23 1094 3953345.87
23 1120 3953345.87
23 1122 4127737.17
23 1124 4127737.17
23 1160 4282175.73
23 1161 4253271.58
23 1162 4253271.58
23 1167 3983467.8
23 1174 4127737.17
23 1185 3983467.8
23 1196 4028977.37
23 1206 4253199.58
23 1208 3848376.71
23 1219 4028763.69
23 1224 3953345.87
23 1232 4127737.17
23 1237 3953345.87
23 1239 4028977.37
23 1249 4028763.69
23 1260 3953345.87
23 1263 4282175.73
23 1273 4282175.73
23 1285 4028763.69
23 1286 3983467.8
23 1289 3953345.87
23 1290 4028763.69
23 1294 3953345.87
23 1302 4281527.21
23 1312 4283607.34
23 1317 4253199.58
23 1337 4281527.21
23 1342 4283511.34
23 1349 4136618.7
23 1354 3953345.87
23 1357 4252628.22
23 1377 3983467.8
23 1385 4282175.73
23 1404 4136618.7
23 1406 3983467.8
23 1407 4136618.7
23 1419 4279623.73
23 1425 4282175.73
23 1431 4282175.73
23 1437 4253271.58
23 1448 4253271.58
23 1451 4283607.34
23 1452 4253341.25
23 1456 3953345.87
23 1466 4136618.7
23 1483 3953345.87
23 1487 3983467.8
23 1495 3983467.8
23 1507 3983467.8
23 1519 3983467.8
23 1525 4253271.58
23 1528 4282175.73
23 1537 4127737.17
23 1541 3953345.87
23 1566 4136618.7
23 1572 3983467.8
23 1579 4028763.69
23 1595 4280903.73
24 0 829785.97
24 16 822238.5
24 47 814191.54
24 49 823515.88
24 51 822238.52
24 83 823591.06
24 86 367054.04
24 95 359600.96
24 105 761735.29
24 111 823591.06
24 118 359600.96
24 131 770869.01
24 132 367054.04
24 137 761214.24
24 160 761214.24
24 166 359600.96
24 172 761742.84
24 174 814129.97
24 287 814129.97
24 289 359600.96
24 300 822238.52
24 310 367054.04
24 313 122156.98
24 325 814129.97
24 327 822238.52
24 334 822238.52
24 351 823591.06
24 375 761735.29
24 401 822238.52
24 408 823591.06
24 446 823515.88
24 461 770962.81
24 468 814127.52
24 493 823983.06
24 500 814147.22
24 551 367054.04
24 565 822238.52
24 578 761735.29
24 581 355803.58
24 591 823515.88
24 598 814129.97
24 607 823515.88
24 609 359600.96
24 619 814129.97
24 627 814113.71
24 632 823251.05
24 635 761735.29
24 679 823515.88
24 697 814129.97
24 700 770869.01
24 719 359600.96
24 723 814129.97
24 742 814129.97
24 745 359600.96
24 765 367054.04
24 772 823515.88
24 792 823239.05
24 813 761735.29
24 819 823251.05
24 838 814139.61
24 840 359600.96
24 862 822238.52
24 909 822238.52
24 921 367054.04
24 924 823515.88
24 926 770869.01
24 935 761742.84
24 950 359600.96
24 961 822238.51
24 968 814129.97
24 970 770869.01
24 971 761470.84
24 972 823591.06
24 976 122152.44
24 982 823239.05
24 1012 370713.01
24 1047 822238.51
24 1060 367054.04
24 1075 823291.06
24 1091 814165.58
24 1114 822238.52
24 1123 770869.01
24 1130 823335.06
24 1149 367054.04
24 1154 814124.72
24 1176 823239.05
24 1187 823515.88
24 1202 355803.58
24 1236 770962.81
24 1262 822238.54
24 1280 823515.88
24 1291 822238.52
24 1311 822238.52
24 1315 770303.46
24 1323 823363.06
24 1367 823515.88
24 1376 814136.94
24 1439 761735.29
24 1445 822238.52
24 1457 309788.77
24 1458 367054.04
24 1500 823239.05
24 1504 823239.05
24 1512 770869.01
24 1546 823515.88
24 1550 823515.88
24 1556 822238.52
24 1581 822238.52
24 1592 823363.06
24 1597 814152.82
25 0 1223477.3
25 6 1202242.63
25 8 1202242.63
25 16 1215932.55
25 28 1126640.15
25 29 1218993.23
25 30 762245.26
25 32 574888.65
25 35 536422.88
25 43 762164.47
25 48 1126640.69
25 51 1215932.56
25 68 1153907.5
25 70 1223472.4
25 71 536973.0
25 77 762164.47
25 82 1013579.09
25 83 1218999.76
25 85 1059581.28
25 86 536722.91
25 89 1223472.4
25 92 1223471.65
25 94 1023171.79
25 95 536251.46
25 97 941860.39
25 101 1223472.4
25 105 1153894.58
25 110 1153907.5
25 111 1218999.76
25 115 536969.07
25 116 1223060.75
25 117 1081244.81
25 118 536251.57
25 125 1218993.23
25 128 1023171.79
25 131 1153956.64
25 132 536722.91
25 137 1153894.58
25 138 574842.44
25 139 1059833.3
25 140 1164099.08
25 144 1084179.64
25 147 1023171.79
25 153 651234.16
25 156 574888.65
25 158 1202251.82
25 160 1153894.58
25 162 1059495.73
25 164 1013498.23
25 166 536719.35
25 167 1081498.73
25 172 1153896.23
25 175 1153962.97
25 176 536251.46
25 180 1092425.4
25 192 1203950.64
25 194 1081158.61
25 203 762245.26
25 205 1092084.02
25 206 536423.55
25 207 1223471.65
25 212 762165.65
25 214 1223072.75
25 220 1013579.09
25 221 1013498.62
25 225 1223471.65
25 229 1202301.44
25 243 762165.65
25 244 1153962.94
25 246 536424.86
25 252 1153907.5
25 253 1203959.83
25 258 536251.57
25 262 1059581.29
25 266 1223472.4
25 267 1008632.49
25 276 536961.19
25 277 1218981.23
25 279 762246.82
25 280 1218006.11
25 282 907432.15
25 289 536719.35
25 293 1023252.64
25 298 574888.65
25 300 1215932.55
25 301 1223048.75
25 308 536966.0
25 310 536722.91
25 312 1059833.31
25 313 536719.35
25 314 1204009.51
25 324 1223472.4
25 327 1215932.55
25 328 762246.82
25 332 762164.47
25 333 1217298.6
25 334 1215932.55
25 344 1126639.28
25 348 1059495.74
25 351 1218999.76
25 358 762235.61
25 362 1013579.09
25 364 1126635.51
25 369 941932.53
25 374 1101939.26
25 375 1153896.22
25 376 1153907.52
25 396 1223471.65
25 400 536929.66
25 401 1215932.56
25 402 1202242.63
25 403 762245.26
25 404 762165.65
25 408 1218999.76
25 414 1153962.97
25 415 1202251.82
25 418 1048735.32
25 424 536261.38
25 425 574888.65
25 427 762166.24
25 433 762245.26
25 436 1223472.4
25 440 1013498.61
25 445 1164199.86
25 450 536966.0
25 454 1203959.83
25 455 942004.67
25 458 1223471.65
25 460 1081498.71
25 461 1153956.65
25 464 1048928.32
25 469 1059581.29
25 470 536424.86
25 472 1202301.44
25 475 536251.57
25 478 1203950.64
25 479 536255.18
25 483 762165.65
25 484 1013577.11
25 486 763552.48
25 491 1081158.59
25 493 1220491.76
25 494 1048670.45
25 495 762164.47
25 509 1126639.74
25 516 762164.47
25 519 1204009.51
25 526 762165.65
25 527 536424.86
25 534 1059833.31
25 544 536255.18
25 548 1013579.09
25 549 762245.26
25 551 536722.91
25 553 941860.39
25 557 762245.26
25 558 1023252.63
25 562 1059495.74
25 565 1215932.55
25 566 1223471.65
25 567 536423.55
25 572 536255.18
25 575 1081244.81
25 577 762164.47
25 578 1153896.22
25 580 762246.82
25 581 536717.55
25 588 1013498.61
25 595 574888.65
25 601 574817.15
25 609 536719.35
25 612 1081244.79
25 620 1081244.8
25 622 762244.47
25 623 761914.24
25 624 762245.26
25 630 1218981.23
25 631 941860.39
25 632 1217683.75
25 633 929283.49
25 635 1153896.22
25 636 1028121.41
25 642 1104816.97
25 643 574842.44
25 647 1081498.73
25 652 1104816.82
25 667 1218981.23
25 668 1223472.4
25 671 762164.47
25 674 1218981.23
25 676 1081498.71
25 680 1081158.61
25 681 1202242.63
25 684 1023171.79
25 688 762245.26
25 690 1059581.24
25 691 1013399.84
25 700 1153956.64
25 707 1153894.58
25 716 1081158.6
25 719 536719.35
25 722 536423.55
25 732 1223472.4
25 738 1164199.86
25 745 536719.35
25 747 1223048.75
25 750 536424.86
25 761 536961.19
25 763 762157.15
25 765 536722.91
25 767 536969.07
25 770 1013578.01
25 781 1223048.75
25 786 1223472.4
25 792 1217627.75
25 794 574842.44
25 795 1059495.7
25 801 1023252.64
25 802 1223472.4
25 804 1164200.23
25 808 1223472.4
25 813 1153896.22
25 815 574888.65
25 817 574842.44
25 819 1217683.75
25 820 762246.82
25 829 536969.07
25 837 1013579.08
25 840 536719.35
25 842 1081244.81
25 850 1013367.86
25 852 1023252.64
25 858 1081244.81
25 862 1215932.55
25 873 762245.26
25 880 762164.47
25 887 1104816.29
25 890 1164199.86
25 893 1153907.5
25 895 1081498.73
25 897 1153894.58
25 904 1013497.12
25 905 1223472.4
25 907 763552.99
25 909 1215932.55
25 913 1081498.74
25 917 1013579.09
25 918 1223048.75
25 920 1126640.11
25 921 536722.91
25 922 1223471.65
25 923 1081158.61
25 926 1153956.64
25 932 1137643.84
25 935 1153896.23
25 943 1081158.61
25 944 1059581.29
25 950 536719.35
25 952 762165.65
25 960 1013498.62
25 961 1215932.55
25 964 1048735.32
25 969 1023171.78
25 970 1153956.64
25 971 1153894.6
25 972 1218999.76
25 974 1223471.65
25 976 538303.76
25 982 1217627.75
25 984 536966.0
25 985 536966.0
25 989 762245.26
25 998 1013406.16
25 1003 1221288.69
25 1004 536424.86
25 1011 762165.65
25 1012 536724.67
25 1015 536969.07
25 1017 941860.39
25 1020 1164200.23
25 1028 1048928.32
25 1036 539124.03
25 1037 762245.26
25 1038 536422.88
25 1045 1028040.37
25 1047 1215932.55
25 1050 941860.39
25 1051 536424.86
25 1057 536423.55
25 1059 1048670.45
