#53
#870
# what-if time: 2.3870980739593506
# cost_requests: 31504	cache_hits: 29997
data;

set QUERIES :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22;

param a :=
20 348 18594125557731.22
20 352 18813326335.8
20 354 1129226753.27
20 358 725480357921.85
20 359 18594820050351.62
20 366 18594125557731.22
20 374 18813326335.8
20 376 1129226753.27
20 389 725480357921.85
20 390 18594820050351.62
20 402 18594125557731.22
20 406 18813326335.8
20 408 1129226753.27
20 412 725480357921.85
20 413 18594820050351.62
20 418 18594125557731.22
20 422 18813326335.8
20 424 1129226753.27
20 428 725480357921.85
20 429 18594820050351.62
20 433 18594125557731.22
20 441 18813326335.8
20 443 1129226753.27
20 456 725480357921.85
20 457 18594820050351.62
20 467 18594125557731.22
20 475 18813326335.8
20 477 1129226753.27
20 490 725480357921.85
20 491 18594820050351.62
20 500 18594125557731.22
20 508 18813326335.8
20 510 1129226753.27
20 523 725480357921.85
20 524 18594820050351.62
20 533 18594125557731.22
20 534 18594125557731.22
20 535 18594125557731.22
20 536 18594125557731.22
20 537 18594125557731.22
20 538 18594125557731.22
20 539 18594125557731.22
20 540 18813647331.92
20 541 18594125557731.22
20 542 1129547749.4
20 543 18594125557731.22
20 544 18594125557731.22
20 545 18594125557731.22
20 546 18594125557731.22
20 547 18594125557731.22
20 548 18594125557731.22
20 549 18594125557731.22
20 550 18594125557731.22
20 551 18594125557731.22
20 552 18594125557731.22
20 553 18594125557731.22
20 554 18594125560995.54
20 555 725231060500.73
20 556 18594125557731.22
20 557 18594125557731.22
20 558 18594125557731.22
20 559 18594125557731.22
20 560 18594125557731.22
20 561 18594125557731.22
20 562 18594125557731.22
20 563 18594125557731.22
20 564 18594125557731.22
20 571 18813326335.8
20 573 1129226753.27
20 586 725480357921.85
20 587 18594820050351.62
20 598 18813326335.8
20 600 1129226753.27
20 604 725480357921.85
20 605 18594820050351.62
20 609 18813326335.8
20 611 1129226753.27
20 615 725480357921.85
20 616 18594820050351.62
20 620 18813326335.8
20 622 1129226753.27
20 626 725480357921.85
20 627 18594820050351.62
20 631 18813326335.8
20 633 1129226753.27
20 646 725480357921.85
20 647 18594820050351.62
20 657 18813326335.8
20 659 1129226753.27
20 672 725480357921.85
20 673 18594820050351.62
20 682 18813326335.8
20 684 1129226753.27
20 688 725480357921.85
20 689 18594820050351.62
20 691 18813326335.8
20 692 170867052.16
20 693 18813326335.8
20 694 18813326335.8
20 695 18813326335.8
20 696 18813326335.8
20 697 18813326335.8
20 698 18813326335.8
20 699 18813326335.8
20 700 18813326335.8
20 701 18813326335.8
20 702 18813326335.8
20 703 18813326335.8
20 704 18813329600.12
20 705 733802124.2
20 706 18813271944.98
20 707 18813326335.8
20 708 18813326335.8
20 709 18813326335.8
20 710 18813326335.8
20 711 18813326335.8
20 712 18813326335.8
20 713 18813326335.8
20 714 18813326335.8
20 715 1129226753.27
20 728 725480357921.85
20 729 18594820050351.62
20 738 1129226753.27
20 739 1129226753.27
20 740 1129226753.27
20 741 1129226753.27
20 742 1129226753.27
20 743 1129226753.27
20 744 1129226753.27
20 745 1129226753.27
20 746 1129226753.27
20 747 1129226753.27
20 748 1129226753.27
20 749 1129230017.6
20 750 44064992.3
20 751 1129172362.45
20 752 1129226753.27
20 753 1129226753.27
20 754 1129226753.27
20 755 1129226753.27
20 756 1129226753.27
20 757 1129226753.27
20 758 1129226753.27
20 759 1129226753.27
20 771 725480357921.85
20 772 18594820050351.62
20 791 725480357921.85
20 792 18594820050351.62
20 802 725480357921.85
20 803 18594820050351.62
20 806 725480357921.85
20 807 18594820050351.62
20 810 725480357921.85
20 811 18594820050351.62
20 814 725480357921.85
20 815 18594820050351.62
20 818 725480357921.85
20 819 18594820050351.62
20 822 725480357921.85
20 823 18594820050351.62
20 828 725480357921.85
20 829 18594820050351.62
20 838 725480357921.85
20 839 18594820050351.62
20 841 725480357921.85
20 842 18594820050351.62
20 844 725480361186.17
20 845 18594820053615.94
20 847 725258147611.02
20 848 725480357921.85
20 849 725480357921.85
20 850 725480357921.85
20 851 725480357921.85
20 852 725480357921.85
20 853 725480357921.85
20 854 725480357921.85
20 855 725480357921.85
20 856 18594820050351.62
20 857 18594820050351.62
20 858 18594820050351.62
20 859 18594820050351.62
20 860 18594820050351.62
20 861 18594820050351.62
20 862 18594820050351.62
20 863 18594820050351.62
21 0 5175236.34
21 4 1979176.16
21 20 4824830.36
21 24 1979176.16
21 40 4824830.36
21 53 1979176.16
21 86 4824830.36
21 94 1979176.16
21 110 4824830.36
21 113 1979176.16
21 129 4824830.36
21 132 1979176.16
21 148 4824830.36
21 151 1979176.16
21 167 4824830.36
21 170 1979176.16
21 186 4824830.36
21 189 1979176.16
21 205 4824830.36
21 208 1979176.16
21 224 4824830.36
21 229 1979176.16
21 262 4824830.36
21 271 1979176.16
21 304 4824830.36
21 310 1979176.16
21 326 4824830.36
21 327 1979176.16
21 343 4824830.36
21 344 1979176.16
21 360 4824830.36
21 361 1979176.16
21 362 1979176.16
21 363 1979176.16
21 364 1979176.16
21 365 1979176.16
21 366 1979176.16
21 367 1979176.16
21 368 1979176.16
21 369 1979176.16
21 370 1979176.16
21 371 1979176.16
21 372 1979176.16
21 373 1979176.16
21 374 1979176.16
21 375 1979176.16
21 376 1979176.16
21 377 1979176.16
21 378 1979176.16
21 379 1979176.16
21 380 1979176.16
21 381 1979176.16
21 382 1979176.16
21 383 1979176.16
21 384 1979176.16
21 385 1979176.16
21 386 1979176.16
21 387 1979176.16
21 388 1979176.16
21 389 1979176.16
21 390 1979176.16
21 391 1979176.16
21 392 1979176.16
21 393 1739398.59
21 394 1979176.16
21 395 1979176.16
21 396 1979176.16
21 397 1979176.16
21 398 1979176.16
21 414 4824830.36
21 430 4824830.36
21 460 4824830.36
21 494 4824830.36
21 527 4824830.36
21 559 4824830.36
21 590 4824830.36
21 606 4824830.36
21 617 4824830.36
21 628 4824830.36
21 650 4824830.36
21 676 4824830.36
21 690 4824830.36
21 709 4824830.36
21 732 4824830.36
21 754 4824830.36
21 775 4824830.36
21 795 4824830.36
21 804 4824830.36
21 808 4824830.36
21 812 4824830.36
21 816 4824830.36
21 820 4824830.36
21 824 4824830.36
21 832 4824830.36
21 840 4824830.36
21 843 4824830.36
21 846 4824830.36
21 850 4824830.36
21 858 4824830.36
21 864 4824830.36
21 865 4824830.36
21 866 4824830.36
21 867 4824830.36
21 868 4824830.36
21 869 4824830.36
21 870 4824830.36
22 0 558276.37
22 5 558109.2
22 7 110524.29
22 25 558109.2
22 27 110524.29
22 56 558109.2
22 58 110524.29
22 95 558109.2
22 97 110524.29
22 114 558109.2
22 116 110524.29
22 133 558109.2
22 135 110524.29
22 152 558109.2
22 154 110524.29
22 171 558109.2
22 173 110524.29
22 190 558109.2
22 192 110524.29
22 209 558109.2
22 211 110524.29
22 232 558109.2
22 234 110524.29
22 274 558109.2
22 276 110524.29
22 311 558109.2
22 313 110524.29
22 328 558109.2
22 330 110524.29
22 345 558109.2
22 347 110524.29
22 363 558109.2
22 365 110524.29
22 399 558109.2
22 401 110524.29
22 415 558109.2
22 417 110524.29
22 431 558109.2
22 432 110357.12
22 433 558109.2
22 434 558109.2
22 435 558109.2
22 436 558109.2
22 437 558109.2
22 438 558109.2
22 439 558109.2
22 440 558109.2
22 441 558109.2
22 442 558109.2
22 443 558109.2
22 444 558109.2
22 445 558109.2
22 446 558109.2
22 447 558109.2
22 448 558109.2
22 449 558109.2
22 450 558109.2
22 451 558109.2
22 452 558109.2
22 453 558109.2
22 454 558109.2
22 455 558109.2
22 456 558109.2
22 457 558109.2
22 458 558109.2
22 459 558109.2
22 460 558109.2
22 461 558109.2
22 462 558109.2
22 463 558109.2
22 464 558109.2
22 465 558109.2
22 466 110524.29
22 500 110524.29
22 501 110524.29
22 502 110524.29
22 503 110524.29
22 504 110524.29
22 505 110524.29
22 506 110524.29
22 507 110524.29
22 508 110524.29
22 509 110524.29
22 510 110524.29
22 511 110524.29
22 512 110524.29
22 513 110524.29
22 514 110524.29
22 515 110524.29
22 516 110524.29
22 517 110524.29
22 518 110524.29
22 519 110524.29
22 520 110524.29
22 521 110524.29
22 522 110524.29
22 523 110524.29
22 524 110524.29
22 525 110524.29
22 526 110524.29
22 527 110524.29
22 528 110524.29
22 529 110524.29
22 530 110524.29
22 531 110524.29
22 532 110524.29
;

param budget := 8000000000;
