#425
#41373
# what-if time: 276.9609661102295
# cost_requests: 1719994	cache_hits: 1503891
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22;

param a :=
1 43106304 # ['c_acctbal']
2 80330752 # ['c_address']
3 174383104 # ['c_comment']
4 39182336 # ['c_custkey']
5 52895744 # ['c_mktsegment']
6 68575232 # ['c_name']
7 39182336 # ['c_nationkey']
8 62693376 # ['c_phone']
9 1567334400 # ['l_commitdate']
10 1567334400 # ['l_discount']
11 1880809472 # ['l_extendedprice']
12 1410605056 # ['l_linestatus']
13 1567334400 # ['l_orderkey']
14 1567334400 # ['l_partkey']
15 1645707264 # ['l_quantity']
16 1567334400 # ['l_receiptdate']
17 1410605056 # ['l_returnflag']
18 1567334400 # ['l_shipdate']
19 3291414528 # ['l_shipinstruct']
20 2115903488 # ['l_shipmode']
21 1567334400 # ['l_suppkey']
22 1567334400 # ['l_tax']
23 8192 # ['n_name']
24 8192 # ['n_nationkey']
25 8192 # ['n_regionkey']
26 1273700352 # ['o_comment']
27 391905280 # ['o_custkey']
28 391905280 # ['o_orderdate']
29 391905280 # ['o_orderkey']
30 627048448 # ['o_orderpriority']
31 352714752 # ['o_orderstatus']
32 391905280 # ['o_shippriority']
33 470286336 # ['o_totalprice']
34 70541312 # ['p_brand']
35 70541312 # ['p_container']
36 128024576 # ['p_name']
37 52248576 # ['p_partkey']
38 52248576 # ['p_size']
39 96665600 # ['p_type']
40 209133568 # ['ps_availqty']
41 209133568 # ['ps_partkey']
42 209133568 # ['ps_suppkey']
43 230047744 # ['ps_supplycost']
44 8192 # ['r_name']
45 8192 # ['r_regionkey']
46 5349376 # ['s_address']
47 10313728 # ['s_comment']
48 5480448 # ['s_name']
49 2605056 # ['s_nationkey']
50 4177920 # ['s_phone']
51 2605056 # ['s_suppkey']
52 107765760 # ['c_acctbal', 'c_address']
6 8389 1962041.23
6 8390 1962041.23
6 8391 1962041.23
6 8392 1962041.23
6 8393 1962041.23
6 8394 1962041.23
6 8395 1962041.23
6 8396 1962041.23
6 8397 1962041.23
6 8398 1962041.23
6 8399 1962041.23
6 8400 1962041.23
6 8401 1962041.23
6 8402 1962041.23
6 8403 1962041.23
6 8404 1962041.23
6 8476 1769823.22
6 8574 1769823.22
6 8892 1769823.22
6 9054 1769823.22
6 9151 1769823.22
6 9466 1769823.22
6 9627 1769823.22
6 9723 1769823.22
6 9819 1769823.22
6 9915 1769823.22
6 10225 1769823.22
6 10385 1769823.22
6 10693 1769823.22
6 10852 1769823.22
6 10946 1769823.22
6 11040 1769823.22
6 11134 1769823.22
6 11228 1769823.22
6 11322 1769823.22
6 11416 1769823.22
6 11510 1769823.22
6 11604 1769823.22
6 11698 1769823.22
6 11995 1769823.22
6 12153 1769823.22
6 12244 1769823.22
6 12337 1769823.22
6 12430 1769823.22
6 12523 1769823.22
6 12616 1769823.22
6 12709 1769823.22
6 12802 1769823.22
6 12895 1769823.22
6 12988 1769823.22
6 13081 1769823.22
6 13366 1769823.22
6 13715 1769823.22
6 13871 1769823.22
6 14153 1769823.22
6 14499 1769823.22
6 14844 1769823.22
6 14997 1769823.22
6 15275 1769823.22
6 15617 1769823.22
6 15768 1769823.22
6 15854 1769823.22
6 16128 1769823.22
6 16466 1769823.22
6 16615 1769823.22
6 16699 1769823.22
6 16969 1769823.22
6 17117 1769823.22
6 17200 1769823.22
6 17283 1769823.22
6 17366 1769823.22
6 17631 1769823.22
6 17778 1769823.22
6 17860 1769823.22
6 17942 1769823.22
6 18024 1769823.22
6 18106 1769823.22
6 18188 1769823.22
6 18270 1769823.22
6 18352 1769823.22
6 18434 1769823.22
6 18516 1769823.22
6 18770 1769823.22
6 18916 1769823.22
6 18997 1769823.22
6 19078 1769823.22
6 19159 1769823.22
6 19240 1769823.22
6 19321 1769823.22
6 19402 1769823.22
6 19483 1769823.22
6 19564 1769823.22
6 19645 1769823.22
6 19726 1769823.22
6 19807 1769823.22
6 19888 1769823.22
6 19969 1769823.22
6 20050 1769823.22
6 20131 1769823.22
6 20212 1769823.22
6 20448 1769823.22
6 20593 1769823.22
6 20673 1769823.22
6 20753 1769823.22
6 20833 1769823.22
6 20913 1769823.22
6 20993 1769823.22
6 21222 1769823.22
6 21366 1769823.22
6 21593 1769823.22
6 21736 1769823.22
6 21814 1769823.22
6 21892 1769823.22
6 22115 1769823.22
6 22257 1769823.22
6 22334 1769823.22
6 22411 1769823.22
6 22488 1769823.22
6 22706 1769823.22
6 22847 1769823.22
6 22923 1769823.22
6 22999 1769823.22
6 23075 1769823.22
6 23151 1769823.22
6 23363 1769823.22
6 23503 1769823.22
6 23578 1769823.22
6 23785 1769823.22
6 23924 1769823.22
6 23998 1769823.22
6 24072 1769823.22
6 24146 1769823.22
6 24220 1769823.22
6 24423 1769823.22
6 24561 1769823.22
6 24762 1769823.22
6 24899 1769823.22
6 25098 1769823.22
6 25361 1769823.22
6 25496 1769823.22
6 25566 1769823.22
6 25636 1769823.22
6 25706 1769823.22
6 25776 1769823.22
6 25846 1769823.22
6 25916 1769823.22
6 25986 1769823.22
6 26056 1769823.22
6 26126 1769823.22
6 26313 1769823.22
6 26564 1769823.22
6 26697 1769823.22
6 26881 1769823.22
6 27013 1769823.22
6 27080 1769823.22
6 27147 1769823.22
6 27214 1769823.22
6 27281 1769823.22
6 27459 1769823.22
6 27701 1769823.22
6 27831 1769823.22
6 27896 1769823.22
6 27961 1769823.22
6 28026 1769823.22
6 28198 1769823.22
6 28327 1769823.22
6 28391 1769823.22
6 28455 1769823.22
6 28623 1769823.22
6 28751 1769823.22
6 28814 1769823.22
6 28877 1769823.22
6 28940 1769823.22
6 29003 1769823.22
6 29066 1769823.22
6 29129 1769823.22
6 29289 1769823.22
6 29416 1769823.22
6 29478 1769823.22
6 29540 1769823.22
6 29602 1769823.22
6 29755 1769823.22
6 29881 1769823.22
6 29942 1769823.22
6 30094 1769823.22
6 30310 1769823.22
6 30434 1769823.22
6 30493 1769823.22
6 30552 1769823.22
6 30611 1769823.22
6 30757 1769823.22
6 30967 1769823.22
6 31089 1769823.22
6 31146 1769823.22
6 31203 1769823.22
6 31260 1769823.22
6 31317 1769823.22
6 31374 1769823.22
6 31512 1769823.22
6 31714 1769823.22
6 31834 1769823.22
6 31889 1769823.22
6 31944 1769823.22
6 31998 1769823.22
6 32053 1769823.22
6 32108 1769823.22
6 32238 1769823.22
6 32357 1769823.22
6 32411 1769823.22
6 32538 1769823.22
6 32656 1769823.22
6 32781 1769823.22
6 32898 1769823.22
6 32950 1769823.22
6 33072 1769823.22
6 33188 1769823.22
6 33308 1769823.22
6 33423 1769823.22
6 33473 1769823.22
6 33523 1769823.22
6 33573 1769823.22
6 33623 1769823.22
6 33673 1769823.22
6 33723 1769823.22
6 33773 1769823.22
6 33884 1769823.22
6 33998 1769823.22
6 34047 1769823.22
6 34096 1769823.22
6 34145 1769823.22
6 34194 1769823.22
6 34243 1769823.22
6 34347 1769823.22
6 34460 1769823.22
6 34508 1769823.22
6 34556 1769823.22
6 34604 1769823.22
6 34652 1769823.22
6 34750 1769823.22
6 34862 1769823.22
6 34909 1769823.22
6 34956 1769823.22
6 35003 1769823.22
6 35050 1769823.22
6 35142 1769823.22
6 35298 1769823.22
6 35408 1769823.22
6 35453 1769823.22
6 35541 1769823.22
6 35650 1769823.22
6 35694 1769823.22
6 35779 1769823.22
6 35928 1769823.22
6 36035 1769823.22
6 36077 1769823.22
6 36119 1769823.22
6 36199 1769823.22
6 36305 1769823.22
6 36346 1769823.22
6 36387 1769823.22
6 36428 1769823.22
6 36469 1769823.22
6 36510 1769823.22
6 36551 1769823.22
6 36623 1769823.22
6 36759 1769823.22
6 36863 1769823.22
6 36932 1769823.22
6 37035 1769823.22
6 37073 1769823.22
6 37111 1769823.22
6 37176 1769823.22
6 37278 1769823.22
6 37315 1769823.22
6 37352 1769823.22
6 37389 1769823.22
6 37449 1769823.22
6 37550 1769823.22
6 37586 1769823.22
6 37622 1769823.22
6 37658 1769823.22
6 37694 1769823.22
6 37748 1769823.22
6 37866 1769823.22
6 37983 1769823.22
6 38099 1769823.22
6 38214 1769823.22
6 38328 1769823.22
6 38423 1769823.22
6 38453 1769823.22
6 38499 1769823.22
6 38593 1769823.22
6 38622 1769823.22
6 38651 1769823.22
6 38693 1769823.22
6 38786 1769823.22
6 38814 1769823.22
6 38842 1769823.22
6 38870 1769823.22
6 38898 1769823.22
6 38926 1769823.22
6 38954 1769823.22
6 38982 1769823.22
6 39010 1769823.22
6 39038 1769823.22
6 39069 1769823.22
6 39161 1769823.22
6 39188 1769823.22
6 39215 1769823.22
6 39241 1769823.22
6 39268 1769823.22
6 39269 1769823.22
6 39270 1769823.22
6 39271 1769823.22
6 39272 1769823.22
6 39273 1769823.22
6 39274 1769823.22
6 39275 1769823.22
6 39276 1769823.22
6 39277 1769823.22
6 39278 1769823.22
6 39279 1769823.22
6 39280 1769823.22
6 39281 1769823.22
6 39282 1769823.22
6 39283 1769823.22
6 39284 1769823.22
6 39285 1769823.22
6 39286 1769823.22
6 39287 1769823.22
6 39288 1769823.22
6 39289 1769823.22
6 39290 1769823.22
6 39291 1769823.22
6 39292 1769823.22
6 39293 1769823.22
6 39294 1769823.22
6 39295 1769823.22
6 39296 1769823.22
6 39297 1769823.22
6 39298 1769823.22
6 39299 1769823.22
6 39300 1769823.22
6 39301 1769823.22
6 39302 1769823.22
6 39303 1769823.22
6 39304 1769823.22
6 39305 1769823.22
6 39306 1769823.22
6 39307 1769823.22
6 39308 1769823.22
6 39309 1769823.22
6 39310 1769823.22
6 39311 1769823.22
6 39312 1769823.22
6 39313 1769823.22
6 39314 1769823.22
6 39315 1769823.22
6 39316 1769823.22
6 39317 1769823.22
6 39318 1769823.22
6 39319 1769823.22
6 39320 1769823.22
6 39321 1769823.22
6 39322 1769823.22
6 39323 1769823.22
6 39324 1769823.22
6 39325 1769823.22
6 39326 1769823.22
6 39327 1769823.22
6 39328 1769823.22
6 39329 1769823.22
6 39330 1769823.22
6 39331 1769823.22
6 39332 1769823.22
6 39333 1769823.22
6 39334 1769823.22
6 39335 1769823.22
6 39336 1769823.22
6 39337 1769823.22
6 39338 1769823.22
6 39339 1769823.22
6 39340 1769823.22
6 39341 1769823.22
6 39342 1769823.22
6 39343 1769823.22
6 39344 1769823.22
6 39345 1769823.22
6 39346 1769823.22
6 39347 1769823.22
6 39348 1769823.22
6 39349 1769823.22
6 39350 1769823.22
6 39351 1769823.22
6 39352 1769823.22
6 39353 1769823.22
6 39354 1769823.22
6 39355 1769823.22
6 39356 1769823.22
6 39357 1769823.22
6 39358 1769823.22
7 0 1956434.56
7 4 1061676.52
7 5 1933300.75
7 9 1933300.75
7 16 1061708.19
7 23 1061708.19
7 25 1061420.14
7 26 1061511.55
7 27 1061721.52
7 28 1061708.19
7 31 1905952.44
7 39 1061708.19
7 42 1933240.75
7 44 1061479.88
7 47 1933140.75
7 48 1061708.19
7 49 1930542.16
7 59 1061676.52
7 78 1933488.75
7 83 1061708.19
7 108 1061633.2
7 111 1061708.19
7 120 1061676.52
7 125 1933300.75
7 131 1933300.75
7 156 1061708.19
7 190 1061708.19
7 193 1061420.14
7 194 1061511.55
7 197 1061721.52
7 198 1061708.19
7 217 1905952.44
7 268 1061708.19
7 273 1933240.75
7 285 1061479.88
7 294 1933140.75
7 299 1061708.19
7 303 1930542.16
7 344 1061676.52
7 418 1933488.75
7 425 1061708.19
7 522 1061633.2
7 531 1061708.19
7 543 1061676.52
7 548 1933300.75
7 554 1933300.75
7 579 1061708.19
7 613 1061708.19
7 616 1061420.14
7 617 1061511.55
7 620 1061721.52
7 621 1061708.19
7 640 1905952.44
7 691 1061708.19
7 696 1933240.75
7 708 1061479.88
7 717 1933140.75
7 722 1061708.19
7 726 1930542.16
7 767 1061676.52
7 841 1933488.75
7 848 1061708.19
7 945 1061633.2
7 954 1061708.19
7 961 1061676.52
7 962 1933300.75
7 966 1933300.75
7 973 1061708.19
7 980 1061708.19
7 982 1061420.14
7 983 1061511.55
7 984 1061721.52
7 985 1061708.19
7 988 1905952.44
7 996 1061708.19
7 999 1933240.75
7 1001 1061479.88
7 1004 1933140.75
7 1005 1061708.19
7 1006 1930542.16
7 1016 1061676.52
7 1035 1933488.75
7 1040 1061708.19
7 1065 1061633.2
7 1068 1061708.19
7 1074 1061676.52
7 1079 1933300.75
7 1085 1933300.75
7 1110 1061708.19
7 1144 1061708.19
7 1147 1061420.14
7 1148 1061511.55
7 1151 1061721.52
7 1152 1061708.19
7 1171 1905952.44
7 1222 1061708.19
7 1227 1933240.75
7 1239 1061479.88
7 1248 1933140.75
7 1253 1061708.19
7 1257 1930542.16
7 1298 1061676.52
7 1372 1933488.75
7 1379 1061708.19
7 1476 1061633.2
7 1485 1061708.19
7 1491 1061676.52
7 1492 1933300.75
7 1496 1933300.75
7 1503 1061708.19
7 1510 1061708.19
7 1512 1061420.14
7 1513 1061511.55
7 1514 1061721.52
7 1515 1061708.19
7 1518 1905952.44
7 1526 1061708.19
7 1529 1933240.75
7 1531 1061479.88
7 1534 1933140.75
7 1535 1061708.19
7 1536 1930542.16
7 1546 1061676.52
7 1565 1933488.75
7 1570 1061708.19
7 1595 1061633.2
7 1598 1061708.19
7 1600 1061676.52
7 1601 1933300.75
7 1605 1933300.75
7 1612 1061708.19
7 1619 1061708.19
7 1621 1061420.14
7 1622 1061511.55
7 1623 1061721.52
7 1624 1061708.19
7 1627 1905952.44
7 1635 1061708.19
7 1638 1933240.75
7 1640 1061479.88
7 1643 1933140.75
7 1644 1061708.19
7 1645 1930542.16
7 1655 1061676.52
7 1674 1933488.75
7 1679 1061708.19
7 1704 1061633.2
7 1707 1061708.19
7 1709 1061676.52
7 1710 1933300.75
7 1714 1933300.75
7 1721 1061708.19
7 1728 1061708.19
7 1730 1061420.14
7 1731 1061511.55
7 1732 1061721.52
7 1733 1061708.19
7 1736 1905952.44
7 1744 1061708.19
7 1747 1933240.75
7 1749 1061479.88
7 1752 1933140.75
7 1753 1061708.19
7 1754 1930542.16
7 1764 1061676.52
7 1783 1933488.75
7 1788 1061708.19
7 1813 1061633.2
7 1816 1061708.19
7 1818 1061676.52
7 1819 1933300.75
7 1823 1933300.75
7 1830 1061708.19
7 1837 1061708.19
7 1839 1061420.14
7 1840 1061511.55
7 1841 1061721.52
7 1842 1061708.19
7 1845 1905952.44
7 1853 1061708.19
7 1856 1933240.75
7 1858 1061479.88
7 1861 1933140.75
7 1862 1061708.19
7 1863 1930542.16
7 1873 1061676.52
7 1892 1933488.75
7 1897 1061708.19
7 1922 1061633.2
7 1925 1061708.19
7 1927 1061676.52
7 1928 1061676.52
7 1929 1061676.52
7 1930 1061676.52
7 1931 1038542.72
7 1932 1061676.52
7 1933 1061676.52
7 1934 1061676.52
7 1935 1061676.52
7 1936 1061676.52
7 1937 1038542.72
7 1938 1061676.52
7 1939 1061676.52
7 1940 1061676.52
7 1941 1061676.52
7 1942 1061676.52
7 1943 1061676.52
7 1944 1061676.52
7 1945 1061676.52
7 1946 1061676.52
7 1947 1061676.52
7 1948 1061676.52
7 1949 1061676.52
7 1950 1061676.52
7 1951 1061676.52
7 1952 1061676.52
7 1953 1061676.52
7 1954 1061676.52
7 1955 1061676.52
7 1956 1061676.52
7 1957 1061676.52
7 1958 1061676.52
7 1959 1061676.52
7 1960 1061676.52
7 1961 1061676.52
7 1962 1061676.52
7 1963 1061676.52
7 1964 1061676.52
7 1965 1061676.52
7 1966 1061676.52
7 1967 1061676.52
7 1968 1061676.52
7 1969 1061676.52
7 1970 1061676.52
7 1971 1061676.52
7 1972 1061676.52
7 1973 1061676.52
7 1974 1061676.52
7 1975 1061676.52
7 1976 1061676.52
7 1977 1061676.52
7 1978 1061676.52
7 1979 1061676.52
7 1980 1061676.52
7 1981 1061676.52
7 1982 1061676.52
7 1983 1061676.52
7 1984 1061676.52
7 1985 1061676.52
7 1986 1061676.52
7 1987 1061676.52
7 1988 1061676.52
7 1989 1061676.52
7 1990 1061676.52
7 1991 1061676.52
7 1992 1061676.52
7 1993 1061676.52
7 1994 1061676.52
7 1995 1061676.52
7 1996 1061676.52
7 1997 1061676.52
7 1998 1061676.52
7 1999 1061420.14
7 2000 1061511.55
7 2001 1061676.52
7 2002 1061676.52
7 2003 1061676.52
7 2004 1061676.52
7 2005 1061676.52
7 2006 1061676.52
7 2007 1061676.52
7 2008 1061676.52
7 2009 1061676.52
7 2010 1061676.52
7 2011 1061676.52
7 2012 1061676.52
7 2013 1061676.52
7 2014 1061676.52
7 2015 1061676.52
7 2016 1061676.52
7 2017 1061676.52
7 2018 1061676.52
7 2019 1061676.52
7 2020 1061676.52
7 2021 1061676.52
7 2022 1061676.52
7 2023 1249058.97
7 2024 1061676.52
7 2025 1061676.52
7 2026 1061676.52
7 2027 1061676.52
7 2028 1061676.52
7 2029 1061676.52
7 2030 1061676.52
7 2031 1061676.52
7 2032 1061676.52
7 2033 1061676.52
7 2034 1061676.52
7 2035 1061676.52
7 2036 1061676.52
7 2037 1061676.52
7 2038 1061676.52
7 2039 1061676.52
7 2040 1061676.52
7 2041 1061676.52
7 2042 1061676.52
7 2043 1061676.52
7 2044 1061676.52
7 2045 1061676.52
7 2046 1061676.52
7 2047 1061676.52
7 2048 1061676.52
7 2049 1061676.52
7 2050 1061676.52
7 2051 1061676.52
7 2052 1061676.52
7 2053 1061676.52
7 2054 1061676.52
7 2055 1061676.52
7 2056 1061676.52
7 2057 1061676.52
7 2058 1061676.52
7 2059 1061676.52
7 2060 1061676.52
7 2061 1061676.52
7 2062 1061676.52
7 2063 1061676.52
7 2064 1061676.52
7 2065 1061676.52
7 2066 1061676.52
7 2067 1061676.52
7 2068 1061676.52
7 2069 1061676.52
7 2070 1061676.52
7 2071 1061676.52
7 2072 1061676.52
7 2073 1061676.52
7 2074 1061676.52
7 2075 1061676.52
7 2076 1061676.52
7 2077 1061676.52
7 2078 1061676.52
7 2079 1038482.72
7 2080 1061676.52
7 2081 1061676.52
7 2082 1061676.52
7 2083 1061676.52
7 2084 1061676.52
7 2085 1061676.52
7 2086 1061676.52
7 2087 1061676.52
7 2088 1061676.52
7 2089 1061676.52
7 2090 1061676.52
7 2091 1061479.88
7 2092 1061676.52
7 2093 1061676.52
7 2094 1061676.52
7 2095 1061676.52
7 2096 1061676.52
7 2097 1061676.52
7 2098 1061676.52
7 2099 1061676.52
7 2100 1038382.72
7 2101 1061676.52
7 2102 1061676.52
7 2103 1061676.52
7 2104 1061676.52
7 2105 1061676.52
7 2106 1061676.52
7 2107 1061676.52
7 2108 1061676.52
7 2109 1035784.13
7 2110 1061676.52
7 2111 1061676.52
7 2112 1061676.52
7 2113 1061676.52
7 2114 1061676.52
7 2115 1061676.52
7 2116 1061676.52
7 2117 1061676.52
7 2118 1061676.52
7 2119 1061676.52
7 2120 1061676.52
7 2121 1061676.52
7 2122 1061676.52
7 2123 1061676.52
7 2124 1061676.52
7 2125 1061676.52
7 2126 1061676.52
7 2127 1061676.52
7 2128 1061676.52
7 2129 1061676.52
7 2130 1061676.52
7 2131 1061676.52
7 2132 1061676.52
7 2133 1061676.52
7 2134 1061676.52
7 2135 1061676.52
7 2136 1061676.52
7 2137 1061676.52
7 2138 1061676.52
7 2139 1061676.52
7 2140 1061676.52
7 2141 1061676.52
7 2142 1061676.52
7 2143 1061676.52
7 2144 1061676.52
7 2145 1061676.52
7 2146 1061676.52
7 2147 1061676.52
7 2148 1061676.52
7 2149 1061676.52
7 2150 1061676.52
7 2151 1061676.52
7 2152 1061676.52
7 2153 1061676.52
7 2154 1061676.52
7 2155 1061676.52
7 2156 1061676.52
7 2157 1061676.52
7 2158 1061676.52
7 2159 1061676.52
7 2160 1061676.52
7 2161 1061676.52
7 2162 1061676.52
7 2163 1061676.52
7 2164 1061676.52
7 2165 1061676.52
7 2166 1061676.52
7 2167 1061676.52
7 2168 1061676.52
7 2169 1061676.52
7 2170 1061676.52
7 2171 1061676.52
7 2172 1061676.52
7 2173 1061676.52
7 2174 1061676.52
7 2175 1061676.52
7 2176 1061676.52
7 2177 1061676.52
7 2178 1061676.52
7 2179 1061676.52
7 2180 1061676.52
7 2181 1061676.52
7 2182 1061676.52
7 2183 1061676.52
7 2184 1061676.52
7 2185 1061676.52
7 2186 1061676.52
7 2187 1061676.52
7 2188 1061676.52
7 2189 1061676.52
7 2190 1061676.52
7 2191 1061676.52
7 2192 1061676.52
7 2193 1061676.52
7 2194 1061676.52
7 2195 1061676.52
7 2196 1061676.52
7 2197 1061676.52
7 2198 1061676.52
7 2199 1061676.52
7 2200 1061676.52
7 2201 1061676.52
7 2202 1061676.52
7 2203 1061676.52
7 2204 1061676.52
7 2205 1061676.52
7 2206 1061676.52
7 2207 1061676.52
7 2208 1061676.52
7 2209 1061676.52
7 2210 1061676.52
7 2211 1061676.52
7 2212 1061676.52
7 2213 1061676.52
7 2214 1061676.52
7 2215 1061676.52
7 2216 1061676.52
7 2217 1061676.52
7 2218 1061676.52
7 2219 1061676.52
7 2220 1061676.52
7 2221 1061676.52
7 2222 1061676.52
7 2223 1061676.52
7 2224 1038730.72
7 2225 1061676.52
7 2226 1061676.52
7 2227 1061676.52
7 2228 1061676.52
7 2229 1061676.52
7 2230 1061676.52
7 2231 1061676.52
7 2232 1061676.52
7 2233 1061676.52
7 2234 1061676.52
7 2235 1061676.52
7 2236 1061676.52
7 2237 1061676.52
7 2238 1061676.52
7 2239 1061676.52
7 2240 1061676.52
7 2241 1061676.52
7 2242 1061676.52
7 2243 1061676.52
7 2244 1061676.52
7 2245 1061676.52
7 2246 1061676.52
7 2247 1061676.52
7 2248 1061676.52
7 2249 1061676.52
7 2250 1061676.52
7 2251 1061676.52
7 2252 1061676.52
7 2253 1061676.52
7 2254 1061676.52
7 2255 1061676.52
7 2256 1061676.52
7 2257 1061676.52
7 2258 1061676.52
7 2259 1061676.52
7 2260 1061676.52
7 2261 1061676.52
7 2262 1061676.52
7 2263 1061676.52
7 2264 1061676.52
7 2265 1061676.52
7 2266 1061676.52
7 2267 1061676.52
7 2268 1061676.52
7 2269 1061676.52
7 2270 1061676.52
7 2271 1061676.52
7 2272 1061676.52
7 2273 1061676.52
7 2274 1061676.52
7 2275 1061676.52
7 2276 1061676.52
7 2277 1061676.52
7 2278 1061676.52
7 2279 1061676.52
7 2280 1061676.52
7 2281 1061676.52
7 2282 1061676.52
7 2283 1061676.52
7 2284 1061676.52
7 2285 1061676.52
7 2286 1061676.52
7 2287 1061676.52
7 2288 1061676.52
7 2289 1061676.52
7 2290 1061676.52
7 2291 1061676.52
7 2292 1061676.52
7 2293 1061676.52
7 2294 1061676.52
7 2295 1061676.52
7 2296 1061676.52
7 2297 1061676.52
7 2298 1061676.52
7 2299 1061676.52
7 2300 1061676.52
7 2301 1061676.52
7 2302 1061676.52
7 2303 1061676.52
7 2304 1061676.52
7 2305 1061676.52
7 2306 1061676.52
7 2307 1061676.52
7 2308 1061676.52
7 2309 1061676.52
7 2310 1061676.52
7 2311 1061676.52
7 2312 1061676.52
7 2313 1061676.52
7 2314 1061676.52
7 2315 1061676.52
7 2316 1061676.52
7 2317 1061676.52
7 2318 1061676.52
7 2319 1061676.52
7 2320 1061676.52
7 2321 1061676.52
7 2322 1061676.52
7 2323 1061676.52
7 2324 1061676.52
7 2325 1061676.52
7 2326 1061676.52
7 2327 1061676.52
7 2328 1061633.2
7 2329 1061676.52
7 2330 1061676.52
7 2331 1061676.52
7 2332 1061676.52
7 2333 1061676.52
7 2334 1061676.52
7 2335 1061676.52
7 2336 1061676.52
7 2337 1061676.52
7 2338 1061676.52
7 2339 1061676.52
7 2340 1061676.52
7 2341 1061676.52
7 2342 1061676.52
7 2343 1933300.75
7 2347 1933300.75
7 2354 1061708.19
7 2361 1061708.19
7 2363 1061420.14
7 2364 1061511.55
7 2365 1061721.52
7 2366 1061708.19
7 2369 1905952.44
7 2377 1061708.19
7 2380 1933240.75
7 2382 1061479.88
7 2385 1933140.75
7 2386 1061708.19
7 2387 1930542.16
7 2397 1061676.52
7 2416 1933488.75
7 2421 1061708.19
7 2446 1061633.2
7 2449 1061708.19
7 2451 1933300.75
7 2455 1933300.75
7 2462 1061708.19
7 2469 1061708.19
7 2471 1061420.14
7 2472 1061511.55
7 2473 1061721.52
7 2474 1061708.19
7 2477 1905952.44
7 2485 1061708.19
7 2488 1933240.75
7 2490 1061479.88
7 2493 1933140.75
7 2494 1061708.19
7 2495 1930542.16
7 2505 1061676.52
7 2524 1933488.75
7 2529 1061708.19
7 2554 1061633.2
7 2557 1061708.19
7 2559 1933300.75
7 2563 1933300.75
7 2570 1061708.19
7 2577 1061708.19
7 2579 1061420.14
7 2580 1061511.55
7 2581 1061721.52
7 2582 1061708.19
7 2585 1905952.44
7 2593 1061708.19
7 2596 1933240.75
7 2598 1061479.88
7 2601 1933140.75
7 2602 1061708.19
7 2603 1930542.16
7 2613 1061676.52
7 2632 1933488.75
7 2637 1061708.19
7 2662 1061633.2
7 2665 1061708.19
7 2667 1933300.75
7 2671 1933300.75
7 2678 1061708.19
7 2685 1061708.19
7 2687 1061420.14
7 2688 1061511.55
7 2689 1061721.52
7 2690 1061708.19
7 2693 1905952.44
7 2701 1061708.19
7 2704 1933240.75
7 2706 1061479.88
7 2709 1933140.75
7 2710 1061708.19
7 2711 1930542.16
7 2721 1061676.52
7 2740 1933488.75
7 2745 1061708.19
7 2770 1061633.2
7 2773 1061708.19
7 2775 1933300.75
7 2776 1933300.75
7 2777 1933300.75
7 2778 1933300.75
7 2779 1933300.75
7 2780 1933300.75
7 2781 1933300.75
7 2782 1933300.75
7 2783 1933300.75
7 2784 1933300.75
7 2785 1933300.75
7 2786 1933300.75
7 2787 1933300.75
7 2788 1933300.75
7 2789 1933300.75
7 2790 1933300.75
7 2791 1933300.75
7 2792 1933300.75
7 2793 1933300.75
7 2794 1933300.75
7 2795 1933300.75
7 2796 1933300.75
7 2797 1933300.75
7 2798 1933300.75
7 2799 1933300.75
7 2800 1933300.75
7 2801 1933300.75
7 2802 1933300.75
7 2803 1933300.75
7 2804 1933300.75
7 2805 1038574.39
7 2806 1933300.75
7 2807 1933300.75
7 2808 1933300.75
7 2809 1933300.75
7 2810 1933300.75
7 2811 1933300.75
7 2812 1933300.75
7 2813 1933300.75
7 2814 1933300.75
7 2815 1933300.75
7 2816 1933300.75
7 2817 1933300.75
7 2818 1933300.75
7 2819 1933300.75
7 2820 1933300.75
7 2821 1933300.75
7 2822 1933300.75
7 2823 1933300.75
7 2824 1933300.75
7 2825 1933300.75
7 2826 1933300.75
7 2827 1933300.75
7 2828 1933300.75
7 2829 1933300.75
7 2830 1933300.75
7 2831 1933300.75
7 2832 1933300.75
7 2833 1933300.75
7 2834 1933300.75
7 2835 1933300.75
7 2836 1933300.75
7 2837 1933300.75
7 2838 1933300.75
7 2839 1038574.39
7 2840 1933300.75
7 2841 1933300.75
7 2842 1038286.34
7 2843 1038377.74
7 2844 1933300.75
7 2845 1933300.75
7 2846 1038587.72
7 2847 1038574.39
7 2848 1933300.75
7 2849 1933300.75
7 2850 1933300.75
7 2851 1933300.75
7 2852 1933300.75
7 2853 1933300.75
7 2854 1933300.75
7 2855 1933300.75
7 2856 1933300.75
7 2857 1933300.75
7 2858 1933300.75
7 2859 1933300.75
7 2860 1933300.75
7 2861 1933300.75
7 2862 1933300.75
7 2863 1933300.75
7 2864 1933300.75
7 2865 1933300.75
7 2866 1905952.44
7 2867 1933300.75
7 2868 1933300.75
7 2869 1933300.75
7 2870 1933300.75
7 2871 1933300.75
7 2872 1933300.75
7 2873 1933300.75
7 2874 1933300.75
7 2875 1933300.75
7 2876 1933300.75
7 2877 1933300.75
7 2878 1933300.75
7 2879 1933300.75
